,words_per_comment,variance_of_word_counts,i-e,n-s,t-f,j-p,0,1,2
130,20.26,162.51473922902494,1,0,0,0,24.647003,9.575922,22.62849
131,33.44,80.92360000000001,0,1,1,0,27.349905,17.362787,64.00922
132,29.76,53.592400000000005,0,0,1,1,23.321655,13.582523,35.594177
133,19.2,151.7076,0,0,1,0,36.72971,39.452538,0.83392715
134,32.02,91.96,0,0,0,1,39.02562,30.249756,27.585897
135,22.0,173.33960000000002,0,0,1,0,36.967796,45.620743,12.67417
136,26.94,156.9136,0,0,1,1,40.320984,23.941517,33.21491
137,27.18,117.4944,0,0,0,1,35.426872,35.278538,24.039215
138,23.62,209.92,0,0,1,1,46.108475,28.918749,43.97233
139,26.38,163.31040000000002,0,1,1,1,44.340103,32.04566,6.803629
140,23.96,186.85640000000004,0,0,0,1,29.876036,20.980255,32.29981
141,17.46,148.4064,0,0,1,1,18.186506,25.630142,43.438007
142,17.12,178.73,1,0,1,1,17.904179,30.641655,47.371323
143,26.18,162.9744,1,0,1,1,20.28644,29.019217,44.323483
144,28.58,94.20639999999999,1,0,0,1,33.019558,13.217209,22.109545
145,25.52,186.65,0,0,1,0,21.15846,30.834167,45.597744
146,21.4,182.4513580246914,0,0,1,0,9.606497,34.067802,31.881657
147,13.62,197.5582990397805,1,0,0,1,16.89439,21.984713,36.605347
148,28.84,101.98760000000001,0,0,1,1,27.598646,14.535839,58.937157
149,12.1,143.55360000000002,0,0,1,1,19.056026,17.984053,38.30284
150,27.42,141.16000000000003,0,0,0,1,25.132856,34.784966,11.812338
151,32.66,79.7904,0,0,1,0,30.802423,41.311836,38.829666
152,26.12,199.28999999999996,1,0,1,1,33.901325,40.51249,30.545414
153,23.96,172.97639999999996,1,0,1,1,19.723236,17.826624,4.926941
154,19.3,138.2816,0,0,0,1,11.679058,21.286161,31.662346
155,7.54,51.888888888888886,1,0,0,1,12.615595,30.399256,22.87605
156,28.14,121.90559999999999,0,0,0,0,26.955776,41.714096,10.628138
157,13.82,60.34782608695652,0,0,0,1,11.993181,40.953354,45.455402
158,14.16,144.32039999999998,1,0,0,1,9.445215,23.160143,36.190826
159,13.84,269.50759999999997,1,0,1,1,16.134777,26.899443,31.902454
160,28.22,212.36,1,1,0,1,37.890163,37.153667,35.18139
161,22.84,191.66760000000002,0,0,0,0,17.304089,24.936432,31.412207
162,19.24,169.6516,0,0,0,1,22.636751,40.71566,15.109653
163,25.56,228.48839999999996,1,0,0,1,48.888542,37.815067,38.47142
164,27.88,113.80040000000001,0,0,1,1,21.07325,38.903927,47.65497
165,23.44,172.60360000000003,0,0,1,0,29.5409,25.34309,44.000854
166,29.04,100.0196,0,0,1,0,32.110268,52.29112,36.333252
167,19.86,210.0379201378914,0,0,0,0,16.927505,49.787025,37.76544
168,24.46,136.60639999999998,1,0,1,1,34.223244,29.68839,39.679863
169,30.7,127.33760000000001,0,0,0,0,28.373468,33.785152,38.190678
170,8.5,68.8096,0,0,0,0,32.21778,27.016308,3.5733547
171,21.5,216.00959999999998,0,0,0,1,20.13618,15.707229,27.058687
172,10.6,110.54024691358025,0,1,1,0,12.993584,21.272158,39.453735
173,27.68,122.06439999999999,0,0,0,1,31.003494,27.876223,16.213146
174,23.84,193.06759999999994,0,1,0,1,41.77723,45.751286,46.661682
175,16.16,227.08039999999997,0,0,0,1,16.750542,21.83499,33.762726
176,23.3,129.46024878312605,0,0,0,1,33.838768,27.283035,27.165861
177,23.64,213.59560000000002,0,0,0,1,31.3871,35.86972,22.539595
178,22.36,117.86439999999999,0,0,0,1,21.461535,25.304834,28.53765
179,24.7,182.0176,0,0,1,1,47.61489,21.638746,44.87544
180,28.2,107.2676,1,0,0,1,23.204388,15.855802,10.246914
181,17.9,200.54559999999998,0,0,1,1,19.427736,25.75594,48.028404
182,32.62,50.03999999999999,0,0,0,1,35.885155,30.491781,21.577126
183,22.02,204.48,0,0,0,0,45.75917,18.550457,28.206018
184,29.88,92.6804,1,0,0,1,29.06197,24.385176,29.944448
185,28.16,126.3204,0,0,1,0,29.853071,29.387321,30.501757
186,7.16,68.25,0,0,0,0,36.773235,26.64982,4.2708817
187,24.74,162.59212313263922,0,0,0,1,26.923786,33.885414,18.244537
188,24.42,135.88000000000002,0,1,0,1,24.438303,41.291122,34.38963
189,28.46,112.3664,0,1,0,0,44.462704,25.588444,32.71825
190,25.46,193.0864,0,0,1,1,31.57866,39.092834,46.291603
191,24.38,176.35039999999998,0,0,0,0,17.777622,35.391533,16.858984
192,19.86,163.25439999999998,1,0,1,1,37.859177,15.499321,10.360933
193,15.86,157.93439999999998,0,0,1,1,36.226345,34.793076,44.67027
194,30.24,67.5716,0,0,0,1,30.087706,27.327848,20.287718
195,23.14,209.18560000000002,0,0,0,0,30.575212,29.085209,22.19545
196,14.62,165.32,0,0,0,0,28.379225,24.514711,38.097866
197,25.98,125.31839999999998,0,0,1,1,33.12527,41.75348,43.918076
198,30.9,33.58560000000001,0,0,0,1,30.219585,33.032936,23.918715
199,24.48,154.4484,0,0,0,1,26.794588,10.794893,27.879324
200,16.88,161.07155571377714,1,1,1,1,10.097412,23.921108,26.522408
201,17.24,153.8516,0,0,0,0,15.734248,25.888779,34.348816
202,26.48,125.9284,0,1,1,1,33.20491,30.218048,53.37988
203,19.66,123.7104,0,0,1,0,33.962376,56.853146,27.474562
204,9.22,156.76,0,0,0,0,32.774837,9.889135,16.245035
205,20.34,178.2576,0,0,0,0,34.257164,18.438759,39.513527
206,28.88,116.0404,0,0,0,1,34.34245,21.608881,15.924898
207,19.46,181.8826530612245,0,0,0,1,30.434198,23.578745,20.766869
208,21.42,126.32000000000002,0,0,1,1,24.767513,21.639061,38.818577
209,17.66,135.3904,1,0,1,1,39.67819,15.795078,15.171185
210,27.32,125.49,0,0,1,1,45.81895,27.903923,41.003983
211,21.64,226.1956,0,0,1,1,27.85065,47.822845,45.153767
212,24.72,163.25,0,0,1,1,17.116821,17.693298,27.11848
213,10.26,148.94239999999996,0,0,1,1,9.6999035,25.588085,42.303127
214,11.3,93.0816,0,0,0,1,6.4825306,24.152994,38.097588
215,27.46,100.56639999999999,0,0,0,1,22.983189,18.52084,22.551197
216,23.76,207.2324,0,0,1,1,36.666985,30.3154,34.215168
217,25.96,162.17640000000003,0,0,1,1,20.449574,13.184437,38.189285
218,16.06,186.4784,0,0,1,1,42.792645,17.68029,46.047546
219,21.14,144.66666666666666,0,0,1,0,14.192091,47.797188,26.114735
220,21.84,158.5476,1,0,1,1,33.322037,21.129099,3.069912
221,21.12,165.58106575963717,0,0,0,0,27.77232,12.506897,47.181213
222,27.32,117.77,0,0,1,0,9.172409,28.629469,25.367321
223,20.08,208.57640000000004,0,0,1,0,25.080141,31.213049,5.93491
224,12.14,131.34560000000002,1,0,0,1,5.005579,23.906948,34.563374
225,18.62,139.6,0,0,0,1,28.038567,22.444813,52.32567
226,29.74,86.52159999999999,0,0,0,1,25.98054,34.707836,36.53047
227,16.86,143.2944,0,0,1,1,11.8320675,47.823486,41.098663
228,24.3,142.20159999999998,0,0,1,1,27.171951,6.9046974,53.117805
229,24.58,141.7664,0,0,1,0,17.729042,30.545595,38.662254
230,26.12,147.57000000000002,0,0,0,1,25.790545,30.547852,10.000191
231,29.94,96.99359999999999,0,0,1,1,48.11904,36.41503,43.0169
232,17.66,193.99039999999997,0,0,0,1,21.36071,29.11066,41.97769
233,31.7,93.61760000000002,0,0,1,1,49.113663,25.903923,41.28055
234,15.84,238.70759999999999,0,0,1,0,40.924206,54.807358,30.09097
235,28.76,47.31238185255199,1,0,1,0,37.40769,35.75822,13.965595
236,10.2,124.3876,0,1,0,1,22.40822,21.537365,8.86216
237,27.96,103.89640000000003,0,0,0,0,21.552681,49.369553,16.109707
238,29.46,116.64639999999997,0,0,1,1,15.8707485,45.881516,46.845097
239,29.18,61.75413223140495,0,1,1,1,43.952953,30.264133,20.869366
240,25.08,121.4164,1,0,0,0,34.798344,19.327564,41.817467
241,22.36,142.14440000000002,1,0,0,1,30.333637,15.745152,18.757057
242,31.18,77.4944,0,1,1,1,36.215775,24.27616,6.052801
243,26.18,136.93439999999998,1,0,1,1,26.74111,52.750076,16.91756
244,29.16,131.1604,0,0,1,1,22.31814,26.59565,20.847424
245,25.24,197.5716,1,0,1,1,34.46213,27.618542,43.90815
246,23.82,216.71999999999997,1,0,0,1,43.884663,44.068516,37.63245
247,29.64,112.3556,0,0,1,1,41.171215,24.103817,42.67049
248,26.1,191.11360000000002,0,0,1,1,43.272884,27.60471,44.740536
249,33.28,61.872400000000006,0,1,1,1,52.33448,33.76616,19.18443
250,33.62,12.84,0,0,1,1,35.32103,43.240555,24.682228
251,23.8,184.0116,0,0,1,0,40.08786,45.404476,40.273735
252,28.14,103.46560000000001,1,0,0,1,13.42885,39.753284,45.32443
253,28.78,131.2224,0,0,1,1,39.938843,34.55593,1.3765144
254,21.46,151.56640000000002,0,1,0,1,18.817114,33.406338,37.96448
255,25.24,163.3316,0,0,0,0,34.614807,29.219978,35.04589
256,33.32,81.69,0,0,0,1,31.82963,15.013308,47.03961
257,23.52,153.16115311909263,0,0,1,0,36.7755,55.698,32.617264
258,26.44,120.0036,0,1,0,0,32.062416,25.798407,18.463291
259,12.92,111.57,0,0,0,0,18.407982,42.42141,25.265156
260,26.26,158.9424,0,0,1,1,37.117935,23.483871,40.290283
261,10.5,95.68960000000001,0,0,1,0,29.713306,20.124374,36.284035
262,25.44,138.80360000000002,0,0,0,0,31.30693,45.58417,14.939207
263,30.66,71.51039999999999,1,0,1,0,35.714207,44.93547,31.74188
264,28.86,162.2944,0,0,1,1,48.631115,32.738533,44.688698
265,25.4,158.87559999999996,0,0,1,1,30.052538,27.261198,20.202362
266,28.74,94.52159999999998,0,1,0,0,30.063145,27.917143,39.71941
267,31.84,67.3876,0,1,0,0,33.90159,28.453575,11.552179
268,12.04,178.33960000000002,0,1,1,1,25.217607,29.575127,5.725559
269,29.44,133.6036,0,0,1,1,42.710526,26.154413,34.306156
270,29.64,132.75560000000002,0,0,1,0,36.70642,47.669205,27.296825
271,26.6,83.68360000000001,0,0,1,1,34.13968,22.43426,22.014889
272,16.36,168.06440000000003,0,0,0,1,17.633673,27.23644,19.294876
273,25.56,153.20839999999998,0,0,1,1,36.3352,22.2217,43.893776
274,25.08,226.5764,0,0,0,1,32.16669,29.508581,23.150822
275,7.28,60.20408163265307,0,0,0,0,16.723866,25.430147,15.290516
276,27.26,147.6224,0,0,0,0,35.460407,44.42997,12.05718
277,30.5,117.52960000000002,0,0,1,0,46.258694,47.03667,24.611275
278,31.2,54.3876,0,0,1,1,19.90068,17.366096,18.242294
279,28.34,144.1776,0,0,0,1,31.166618,17.29335,37.27855
280,22.98,174.0784,0,0,0,0,23.690815,36.403194,11.295513
281,30.44,87.76360000000001,1,0,1,1,45.48442,41.880875,26.049343
282,18.7,136.3776,0,0,1,1,36.69666,26.65748,4.272352
283,27.3,109.0016,0,0,0,1,34.2191,9.869917,44.2638
284,32.92,32.33,1,0,0,0,36.7794,37.235245,3.4283028
285,18.24,233.1316,0,0,0,0,18.898632,42.97808,17.451046
286,23.7,160.21759999999998,0,0,1,0,27.856968,46.682,12.56081
287,25.04,158.1396,0,0,1,1,53.737907,19.87062,40.416927
288,30.24,126.21159999999998,1,0,0,0,34.5136,44.06023,20.835464
289,26.56,166.8884,0,0,0,1,23.657944,29.388283,40.2956
290,26.86,121.4544,0,0,0,1,35.26917,29.572758,25.92312
291,29.0,120.61959999999998,0,0,1,1,30.598557,34.46811,48.050568
292,25.72,109.13,0,0,0,1,23.489136,29.644964,31.136034
293,21.86,246.4671201814059,1,0,0,1,30.90469,18.12087,44.931885
294,27.0,144.45960000000002,0,0,0,0,23.272535,52.451744,14.344233
295,31.68,93.34440000000002,0,0,0,1,36.544064,30.196442,25.252747
296,23.8,150.4916,0,0,0,0,36.088657,23.631723,26.305878
297,11.6,124.64455782312928,0,0,1,1,15.487955,28.342,23.709621
298,17.34,98.2176,0,0,1,0,31.402706,20.81393,2.568203
299,28.42,96.00000000000001,0,0,1,0,37.499237,43.786633,16.208511
300,32.9,46.54559999999999,0,0,1,1,46.764233,19.961054,32.47884
301,28.96,95.33640000000001,1,0,1,1,26.993965,42.13694,25.880352
302,29.22,146.56000000000003,0,0,0,1,27.445892,17.3844,64.19533
303,28.08,124.29639999999999,0,1,0,1,21.705471,30.65647,45.2126
304,26.18,147.09440000000004,0,0,0,0,32.46706,40.126884,31.350464
305,16.24,175.65160000000003,1,0,1,1,21.2193,30.077978,50.522373
306,24.92,224.29,1,0,1,1,41.081894,27.631332,47.440796
307,25.24,150.45159999999998,1,0,0,1,32.87881,14.756299,26.08704
308,22.02,229.68,0,0,0,1,29.830534,24.653868,22.21363
309,28.8,126.8116,0,0,1,0,33.99149,53.159706,25.963879
310,28.0,121.05959999999997,0,0,0,0,28.508608,23.300827,29.038128
311,32.84,45.787600000000005,0,0,1,1,50.728878,31.756645,45.41133
312,33.2,81.26760000000002,1,0,1,1,50.908108,43.16016,35.042908
313,22.56,169.0884,1,0,1,0,38.395634,40.061813,9.740089
314,28.26,139.8624,1,0,0,1,33.737946,21.965816,28.900587
315,27.68,118.82439999999998,0,1,1,1,40.22325,30.887486,33.283333
316,32.36,53.464400000000005,0,0,1,1,45.347557,32.101868,47.03134
317,23.58,183.6464,0,0,1,1,28.820395,16.213303,58.77166
318,24.92,150.21,0,0,1,1,31.747614,44.093864,44.286427
319,33.88,39.0804,0,0,0,0,23.634167,45.66446,17.657417
320,28.32,138.49,1,0,0,1,34.813007,26.494673,17.644087
321,23.76,188.31240000000003,1,0,0,1,31.874231,14.360483,18.156345
322,21.42,196.76,0,0,0,1,22.715506,25.111492,21.430897
323,29.58,107.3664,0,0,0,1,29.011242,30.114561,26.04127
324,27.24,133.4916,0,0,1,0,33.75074,54.133984,22.92446
325,18.56,161.8484,0,0,1,0,31.788641,11.329893,57.381256
326,27.86,123.1344,0,0,0,1,28.975555,27.62371,22.620663
327,11.9,218.5969387755102,1,0,1,1,13.898804,18.133024,27.035742
328,35.04,38.9396,0,0,1,1,40.295815,36.133232,46.690414
329,31.24,132.17159999999998,0,0,0,0,26.29192,50.914497,19.90171
330,27.58,94.16640000000001,0,0,0,0,20.343098,44.9973,16.999624
331,26.82,151.28,0,0,1,1,45.138565,17.991705,37.835903
332,26.0,151.37959999999998,0,0,1,1,35.322876,42.046894,27.42134
333,28.7,123.5376,0,0,1,1,45.650986,26.990875,43.6298
334,27.1,125.51360000000001,0,1,1,1,9.617359,36.927895,42.92908
335,30.46,78.76639999999999,0,1,1,0,39.18608,33.09984,11.328535
336,23.44,179.52360000000002,0,0,1,1,27.286694,14.2819195,9.207199
337,30.6,68.00359999999999,0,0,0,1,13.2715645,33.819958,34.751816
338,24.22,152.12,0,0,1,1,32.34519,37.14617,39.227356
339,24.8,143.77159999999998,0,0,0,0,22.89015,16.787903,23.298351
340,22.64,186.47560000000001,0,0,0,0,13.525551,47.65233,39.0035
341,28.06,84.5984,1,0,0,1,35.49891,10.890451,18.679964
342,29.88,114.3204,1,0,1,0,49.83867,35.153374,42.38581
343,22.0,203.1796,0,1,1,0,33.59541,46.629158,32.853405
344,30.38,82.1504,0,0,0,1,31.494986,21.842804,29.678
345,32.28,123.79240000000001,0,1,1,1,40.1354,18.176735,25.52157
346,20.26,108.5024,1,1,0,1,26.45701,12.165201,52.624794
347,16.2,196.98760000000001,0,0,1,1,38.983177,20.810532,3.271265
348,22.74,186.96159999999998,0,0,0,1,28.76069,30.411156,26.310852
349,25.34,124.58471074380168,0,0,0,0,14.551388,49.656853,20.71344
350,30.9,44.625600000000006,0,0,1,1,23.462738,41.557808,16.443447
351,20.3,164.8416,0,0,0,0,22.06617,49.747715,16.594994
352,26.9,153.0256,0,0,1,1,34.080555,25.092993,42.410347
353,28.7,139.21759999999998,0,0,1,1,33.720486,39.634457,44.655415
354,24.66,161.1904,0,0,1,0,14.350273,39.04863,30.079134
355,13.3,134.3922902494331,0,0,1,1,9.4438305,40.88804,40.64243
356,15.86,214.92243767313016,1,0,0,1,21.664152,32.398968,25.016582
357,26.46,160.1264,0,0,0,1,36.69352,18.56227,25.095873
358,22.74,172.9216,0,0,0,1,32.75327,26.953772,23.341932
359,26.38,162.7104,0,0,1,0,30.941696,51.7306,30.837484
360,28.58,139.4464,1,0,1,1,42.48372,42.461624,30.206732
361,28.38,146.63039999999998,0,0,0,0,40.161713,24.898853,29.967377
362,18.38,201.0704,1,0,0,1,36.796944,10.379429,23.025778
363,29.46,112.88640000000001,1,0,1,1,39.35376,30.690271,12.446091
364,33.8,65.6116,0,0,1,0,50.059406,42.947273,24.977287
365,35.32,20.69,0,1,0,0,34.612656,37.341763,32.838062
366,26.96,166.73640000000003,0,0,1,1,39.268593,45.87124,40.663033
367,28.42,137.52,0,0,1,1,26.59958,26.172962,35.520145
368,28.14,119.90559999999999,0,0,1,1,38.69665,26.331303,36.03902
369,28.02,163.32,0,0,0,0,25.88715,41.00853,16.8405
370,29.22,86.39999999999998,0,0,0,0,20.449432,20.486345,21.316704
371,29.98,99.5584,0,0,1,1,28.561802,31.34466,37.26698
372,31.34,105.1376,0,0,1,0,48.395096,38.242096,21.153143
373,31.24,76.3316,0,0,1,1,39.269493,35.143024,45.918964
374,15.44,152.11019283746558,0,0,1,1,6.456579,28.649935,37.867554
375,15.04,174.56404320987656,1,0,0,1,34.614193,31.506872,5.126631
376,27.48,147.92839999999995,0,0,0,0,23.587576,49.147034,21.403286
377,28.94,137.6736,0,0,1,1,47.042343,39.757404,46.05207
378,25.66,173.71040000000002,0,0,0,0,33.885582,10.367725,52.482063
379,5.54,62.44,0,0,0,0,7.924288,20.840096,31.53022
380,29.82,82.84,0,0,1,1,37.08641,29.327093,53.888893
381,35.72,31.290000000000006,1,0,1,1,47.988693,33.941246,39.249542
382,1.02,0.84,0,1,0,1,4.2435627,19.526852,33.56406
383,30.16,83.40039999999999,0,0,1,1,52.339897,27.71262,32.892975
384,3.88,184.41,0,1,1,1,4.645817,27.825434,32.657387
385,29.66,140.47039999999998,0,0,1,1,24.384447,8.970898,47.594604
386,22.38,202.3904,1,0,1,1,41.927757,38.10473,28.085905
387,28.8,238.29488703923903,1,0,0,0,31.577682,12.898743,32.302307
388,32.58,273.30234159779616,1,0,1,1,39.37695,35.40719,11.498373
389,21.8,226.2916,0,0,1,0,33.22694,25.597301,50.54197
390,24.46,140.5664,0,0,1,0,36.21274,40.85625,13.230232
391,16.62,211.68,0,1,1,1,27.074217,17.546131,51.895035
